date, license, latitude, longitude, fuel, interior, exterior
"2013-12-01 00:00:11", 369FRH, 45.50415, -122.59362, 100, false, false
"2013-12-01 00:00:11", 372FRH, 45.53988, -122.60132, 100, true, true
"2013-12-01 00:00:11", 374FRH, 45.51643, -122.64327, 72, true, true
"2013-12-01 00:00:11", 375FRH, 45.5177, -122.60199, 57, true, true
"2013-12-01 00:00:11", 376FRH, 45.49795, -122.57057, 78, true, true
"2013-12-01 00:00:11", 038GFE, 45.52549, -122.56835, 100, true, true
"2013-12-01 00:00:11", 379FRH, 45.48664, -122.60721, 87, true, true
"2013-12-01 00:00:11", 274FRH, 45.48708, -122.63818, 100, true, true
"2013-12-01 00:00:11", 282FRH, 45.57857, -122.71736, 54, true, true
"2013-12-01 00:00:11", 275FRH, 45.5328, -122.56247, 100, true, true
"2013-12-01 00:00:11", 300FRH, 45.53344, -122.58394, 100, true, true
"2013-12-01 00:00:11", 359FRH, 45.53205, -122.56239, 45, true, true
"2013-12-01 00:00:11", 351FRH, 45.55811, -122.6556, 96, false, false
"2013-12-01 00:00:11", 277FRH, 45.48524, -122.60215, 100, true, true
"2013-12-01 00:00:11", 354FRH, 45.51241, -122.65769, 15, true, true
"2013-12-01 00:00:11", 285FRH, 45.56167, -122.60848, 100, true, true
"2013-12-01 00:00:11", 290FRH, 45.61657, -122.69132, 100, true, true
"2013-12-01 00:00:11", 294FRH, 45.57556, -122.69036, 100, true, true
"2013-12-01 00:00:11", 356FRH, 45.51597, -122.56909, 36, true, true
"2013-12-01 00:00:11", 298FRH, 45.51196, -122.61353, 100, true, true
"2013-12-01 00:00:11", 287FRH, 45.53283, -122.56247, 75, true, true
"2013-12-01 00:00:11", 299FRH, 45.54881, -122.57733, 30, true, true
"2013-12-01 00:00:11", 273FRH, 45.48312, -122.60748, 100, true, true
"2013-12-01 00:00:11", 286FRH, 45.48653, -122.63682, 100, true, true
"2013-12-01 00:00:11", 272FRH, 45.58236, -122.72424, 36, true, true
"2013-12-01 00:00:11", 292FRH, 45.5398, -122.60583, 60, true, true
"2013-12-01 00:00:11", 382FRH, 45.51861, -122.65524, 100, true, true
"2013-12-01 00:00:11", 295FRH, 45.5081, -122.62657, 69, true, true
"2013-12-01 00:00:11", 283FRH, 45.55285, -122.6193, 48, false, true
"2013-12-01 00:00:11", 293FRH, 45.55067, -122.62045, 100, false, true
"2013-12-01 00:00:11", 510FSK, 45.51679, -122.60483, 24, true, true
"2013-12-01 00:00:11", 357FRH, 45.50157, -122.67716, 54, true, true
"2013-12-01 00:00:11", 353FRH, 45.50381, -122.56873, 45, true, true
"2013-12-01 00:00:11", 280FRH, 45.55673, -122.6051, 100, true, true
"2013-12-01 00:00:11", 291FRH, 45.58159, -122.72426, 60, true, true
"2013-12-01 00:00:11", 022FTH, 45.52759, -122.60031, 64, true, true
"2013-12-01 00:00:11", 014FTH, 45.54638, -122.58829, 50, true, true
"2013-12-01 00:00:11", 004FTH, 45.49356, -122.56862, 100, true, true
"2013-12-01 00:00:11", 003FTH, 45.55729, -122.70698, 100, true, true
"2013-12-01 00:00:11", 018FTH, 45.53327, -122.60308, 77, true, true
"2013-12-01 00:00:11", 030FTH, 45.51757, -122.6536, 56, true, true
"2013-12-01 00:00:11", 011FTH, 45.52148, -122.65389, 77, true, true
"2013-12-01 00:00:11", 013FTH, 45.51936, -122.62508, 51, true, true
"2013-12-01 00:00:11", 008FTH, 45.53992, -122.69702, 50, true, true
"2013-12-01 00:00:11", 009FTH, 45.55718, -122.7069, 100, true, true
"2013-12-01 00:00:11", 870FZS, 45.48215, -122.67682, 48, true, true
"2013-12-01 00:00:11", 579FYV, 45.51569, -122.69351, 45, true, true
"2013-12-01 00:00:11", 588FYV, 45.55622, -122.62666, 33, true, true
"2013-12-01 00:00:11", 585FYV, 45.53397, -122.5832, 100, true, true
"2013-12-01 00:00:11", 584FYV, 45.50193, -122.65227, 100, true, true
"2013-12-01 00:00:11", 583FYV, 45.49362, -122.60175, 93, true, true
"2013-12-01 00:00:11", 154GJT, 45.55696, -122.61396, 60, true, false
"2013-12-01 00:00:12", 573FYV, 45.55628, -122.56949, 30, true, true
"2013-12-01 00:00:12", 577FYV, 45.46477, -122.65799, 100, true, true
"2013-12-01 00:00:12", 576FYV, 45.5487, -122.62487, 100, true, true
"2013-12-01 00:00:12", 565FYV, 45.54914, -122.62031, 100, true, true
"2013-12-01 00:00:12", 564FYV, 45.54107, -122.69707, 66, true, true
"2013-12-01 00:00:12", 574FYV, 45.51429, -122.56633, 51, true, true
"2013-12-01 00:00:12", 572FYV, 45.52662, -122.64998, 33, true, true
"2013-12-01 00:00:12", 571FYV, 45.48951, -122.56869, 75, true, true
"2013-12-01 00:00:12", 568FYV, 45.51645, -122.64703, 63, true, true
"2013-12-01 00:00:12", 567FYV, 45.57721, -122.70106, 51, true, true
"2013-12-01 00:00:12", 566FYV, 45.47658, -122.6734, 57, true, true
"2013-12-01 00:00:12", 578FYV, 45.55554, -122.69982, 100, true, true
"2013-12-01 00:00:12", 201FRH, 45.5201, -122.63211, 78, true, true
"2013-12-01 00:00:12", 388FRH, 45.49437, -122.56861, 100, false, false
"2013-12-01 00:00:12", 312FRH, 45.52691, -122.56348, 100, true, true
"2013-12-01 00:00:12", 248FRH, 45.51763, -122.56986, 100, true, true
"2013-12-01 00:00:12", 260FRH, 45.54178, -122.61333, 39, true, true
"2013-12-01 00:00:12", 218FRH, 45.52983, -122.69709, 100, true, true
"2013-12-01 00:00:12", 400FRH, 45.52448, -122.61506, 45, true, true
"2013-12-01 00:00:12", 012FTH, 45.48748, -122.57493, 88, true, true
"2013-12-01 00:00:12", 197FRH, 45.55666, -122.56927, 100, false, true
"2013-12-01 00:00:12", 589FYV, 45.55525, -122.57771, 69, true, true
"2013-12-01 00:00:12", 233FRH, 45.50011, -122.60612, 66, true, true
"2013-12-01 00:00:12", 570FYV, 45.49461, -122.67191, 87, true, true
"2013-12-01 00:00:12", 211FRH, 45.48954, -122.61807, 60, true, true
"2013-12-01 00:00:12", 279FRH, 45.53627, -122.62191, 39, true, true
"2013-12-01 00:00:12", 371FRH, 45.54197, -122.6767, 100, true, true
"2013-12-01 00:00:12", 325FRH, 45.51007, -122.57954, 81, true, true
"2013-12-01 00:00:12", 165FRH, 45.53724, -122.58767, 54, true, true
"2013-12-01 00:00:12", 182FRH, 45.49698, -122.61894, 30, true, true
"2013-12-01 00:00:12", 187FRH, 45.58124, -122.72509, 100, true, true
"2013-12-01 00:00:12", 173FRH, 45.55544, -122.68449, 66, true, true
"2013-12-01 00:00:12", 250FRH, 45.51729, -122.65496, 100, true, true
"2013-12-01 00:00:13", 194FRH, 45.47964, -122.58377, 48, true, true
"2013-12-01 00:00:13", 587FYV, 45.51517, -122.65364, 36, true, true
"2013-12-01 00:00:13", 580FYV, 45.53157, -122.63912, 100, true, true
"2013-12-01 00:00:13", 236FRH, 45.52188, -122.65875, 36, true, true
"2013-12-01 00:00:13", 269FRH, 45.5349, -122.59836, 100, true, true
"2013-12-01 00:00:13", 172FRH, 45.53577, -122.64372, 45, true, true
"2013-12-01 00:00:13", 005FTH, 45.53957, -122.67389, 95, true, true
"2013-12-01 00:00:13", 370FRH, 45.49545, -122.60779, 24, true, true
"2013-12-01 00:00:13", 188FRH, 45.46443, -122.658, 48, true, true
"2013-12-01 00:00:13", 254FRH, 45.50863, -122.65457, 100, true, true
"2013-12-01 00:00:13", 229FRH, 45.49542, -122.60799, 90, true, true
"2013-12-01 00:00:13", 336FRH, 45.53148, -122.64248, 57, true, true
"2013-12-01 00:00:13", 297FRH, 45.57171, -122.71757, 100, true, true
"2013-12-01 00:00:13", 207FRH, 45.53524, -122.57166, 100, true, true
"2013-12-01 00:15:05", 158FRH, 45.56627, -122.68585, 87, true, true
"2013-12-01 00:15:05", 193FRH, 45.50927, -122.68188, 57, true, true
"2013-12-01 00:15:05", 195FRH, 45.61659, -122.6914, 66, false, false
"2013-12-01 00:15:05", 196FRH, 45.49272, -122.61356, 90, true, true
"2013-12-01 00:15:05", 198FRH, 45.57527, -122.71486, 87, true, true
"2013-12-01 00:15:05", 199FRH, 45.51286, -122.60211, 100, true, true
"2013-12-01 00:15:05", 335FRH, 45.55016, -122.58782, 100, true, true
"2013-12-01 00:15:05", 332FRH, 45.46645, -122.65604, 100, true, true
"2013-12-01 00:15:05", 331FRH, 45.49656, -122.59831, 100, true, true
"2013-12-01 00:15:05", 328FRH, 45.54128, -122.60463, 72, true, true
"2013-12-01 00:15:05", 166FRH, 45.52224, -122.64661, 100, true, true
"2013-12-01 00:15:05", 156FRH, 45.51498, -122.64136, 66, true, true
"2013-12-01 00:15:05", 155FRH, 45.52367, -122.65618, 100, true, true
"2013-12-01 00:15:05", 330FRH, 45.43857, -122.7284, 33, true, true
"2013-12-01 00:15:05", 327FRH, 45.5257, -122.6433, 33, true, true
"2013-12-01 00:15:05", 153FRH, 45.52569, -122.64159, 100, true, true
"2013-12-01 00:15:05", 329FRH, 45.48941, -122.59426, 51, true, true
"2013-12-01 00:15:05", 324FRH, 45.55078, -122.6255, 93, true, true
"2013-12-01 00:15:05", 205FRH, 45.49267, -122.65584, 100, true, true
"2013-12-01 00:15:05", 171FRH, 45.53474, -122.64018, 54, true, true
"2013-12-01 00:15:05", 152FRH, 45.52281, -122.63839, 48, true, true
"2013-12-01 00:15:05", 151FRH, 45.56298, -122.66476, 93, true, true
"2013-12-01 00:15:05", 251FRH, 45.5099, -122.68466, 100, true, true
"2013-12-01 00:15:05", 252FRH, 45.56847, -122.66691, 54, true, true
"2013-12-01 00:15:05", 253FRH, 45.49082, -122.57805, 51, true, true
"2013-12-01 00:15:05", 255FRH, 45.5664, -122.68913, 60, true, true
"2013-12-01 00:15:05", 256FRH, 45.51968, -122.59966, 54, true, true
"2013-12-01 00:15:05", 257FRH, 45.47923, -122.60504, 36, true, true
"2013-12-01 00:15:05", 259FRH, 45.5152, -122.6324, 39, true, true
"2013-12-01 00:15:05", 261FRH, 45.55558, -122.60385, 42, true, true
"2013-12-01 00:15:05", 262FRH, 45.50428, -122.62529, 42, true, true
"2013-12-01 00:15:05", 213FRH, 45.51419, -122.68538, 100, true, true
"2013-12-01 00:15:05", 264FRH, 45.53944, -122.70005, 93, true, true
"2013-12-01 00:15:05", 265FRH, 45.48748, -122.61581, 60, true, true
"2013-12-01 00:15:05", 270FRH, 45.58203, -122.7245, 100, true, true
"2013-12-01 00:15:05", 268FRH, 45.51133, -122.61125, 60, true, true
"2013-12-01 00:15:05", 267FRH, 45.52967, -122.58005, 39, true, true
"2013-12-01 00:15:05", 319FRH, 45.52562, -122.59857, 39, true, true
"2013-12-01 00:15:05", 318FRH, 45.50456, -122.62429, 39, true, true
"2013-12-01 00:15:05", 317FRH, 45.49583, -122.59224, 63, true, true
"2013-12-01 00:15:05", 316FRH, 45.53576, -122.70482, 93, true, true
"2013-12-01 00:15:05", 315FRH, 45.58229, -122.72432, 36, true, true
"2013-12-01 00:15:05", 314FRH, 45.55974, -122.6805, 48, true, true
"2013-12-01 00:15:05", 313FRH, 45.53009, -122.56209, 60, true, true
"2013-12-01 00:15:05", 311FRH, 45.51144, -122.58985, 100, true, true
"2013-12-01 00:15:05", 310FRH, 45.50438, -122.56811, 100, true, true
"2013-12-01 00:15:05", 163FRH, 45.51645, -122.64291, 75, true, true
"2013-12-01 00:15:05", 308FRH, 45.48137, -122.6828, 30, true, true
"2013-12-01 00:15:05", 307FRH, 45.53644, -122.63927, 45, true, false
"2013-12-01 00:15:05", 305FRH, 45.52415, -122.65672, 100, true, true
"2013-12-01 00:15:05", 303FRH, 45.5469, -122.6089, 81, true, true
"2013-12-01 00:15:05", 302FRH, 45.52738, -122.61551, 66, true, true
"2013-12-01 00:15:05", 301FRH, 45.53017, -122.59741, 100, true, true
"2013-12-01 00:15:05", 227FRH, 45.5227, -122.65767, 100, true, true
"2013-12-01 00:15:05", 209FRH, 45.51777, -122.66069, 100, true, true
"2013-12-01 00:15:05", 160FRH, 45.5617, -122.60051, 66, true, true
"2013-12-01 00:15:05", 208FRH, 45.51735, -122.60199, 87, true, true
"2013-12-01 00:15:05", 225FRH, 45.53449, -122.64026, 100, false, true
"2013-12-01 00:15:05", 224FRH, 45.52626, -122.5815, 96, true, true
"2013-12-01 00:15:05", 223FRH, 45.56643, -122.69886, 33, true, false
"2013-12-01 00:15:05", 164FRH, 45.56559, -122.71755, 63, true, true
"2013-12-01 00:15:05", 221FRH, 45.56482, -122.65813, 48, true, true
"2013-12-01 00:15:05", 219FRH, 45.53742, -122.58098, 100, true, true
"2013-12-01 00:15:05", 214FRH, 45.54944, -122.58072, 51, true, true
"2013-12-01 00:15:05", 217FRH, 45.5116, -122.61621, 69, true, true
"2013-12-01 00:15:05", 230FRH, 45.51936, -122.62418, 100, true, true
"2013-12-01 00:15:05", 162FRH, 45.51688, -122.57117, 33, false, true
"2013-12-01 00:15:05", 206FRH, 45.52225, -122.65818, 57, true, true
"2013-12-01 00:15:05", 228FRH, 45.55244, -122.6626, 69, true, true
"2013-12-01 00:15:05", 175FRH, 45.54269, -122.58614, 57, true, true
"2013-12-01 00:15:05", 241FRH, 45.4991, -122.623, 42, true, true
"2013-12-01 00:15:05", 247FRH, 45.52583, -122.5996, 72, true, true
"2013-12-01 00:15:05", 215FRH, 45.57024, -122.67377, 21, true, true
"2013-12-01 00:15:05", 174FRH, 45.55899, -122.67566, 100, true, true
"2013-12-01 00:15:05", 244FRH, 45.52722, -122.58595, 100, true, true
"2013-12-01 00:15:05", 243FRH, 45.52249, -122.65766, 66, true, true
"2013-12-01 00:15:05", 240FRH, 45.49905, -122.56797, 100, true, true
"2013-12-01 00:15:05", 239FRH, 45.56179, -122.63681, 45, true, true
"2013-12-01 00:15:05", 238FRH, 45.51947, -122.65054, 33, true, true
